1 - State Code,1 - State Name,8 - Structure Number,22 - Owner Agency,3 - County Code,3 - County Name,4 - Place Code,City - InfoBridge Place Code,City - InfoBridge Place Name,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),6A - Features Intersected,7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),CAT29 - Deck Area (sq. ft.),16 - Latitude (decimal),17 - Longitude (decimal),34 - Skew Angle (degrees),48 - Length of Maximum Span (ft.)
41,Oregon,17325 004 13545,State Highway Agency,17,Deschutes County,5800,5800,Bend city,1997,15525,Prestressed Concrete,Box Beam or Girders - Multiple,1,160.1,US 97 (HWY 004)         ,EMPIRE AVE.       ,Good,26,12659.2,44.0909,-121.30101,5,160.1
41,Oregon,18211 004 11264,State Highway Agency,31,Jefferson County,0,0,No Place Code,2000,17025,Concrete,Arch - Deck,1,537.1,CROOKED R CANYON HIGH BR,US 97 (HWY 004)   ,Good,23,42465.4,44.39317,-121.19288,0,410.1
41,Oregon,08829 017 01841,State Highway Agency,17,Deschutes County,0,5800,Bend city,1961,8011,Steel,Stringer/Multi-beam or Girder,1,185,US 97 (HWY 004) WB      ,US 20 (HWY 017) WB,Fair,62,4674.5,44.0972,-121.3027,0,100.1
41,Oregon,17323 004 13496,State Highway Agency,17,Deschutes County,5800,5800,Bend city,2001,3987,Prestressed Concrete,Box Beam or Girders - Multiple,1,234.9,US 97 (HWY 004)         ,SISTERS INTER CO  ,Good,22,6782.1,44.0978,-121.302,9,215.9
41,Oregon,20552 004 15130,State Highway Agency,17,Deschutes County,0,0,No Place Code,2009,5730,Prestressed Concrete,Slab,1,65,COTTONWOOD RD           ,US 97 (HWY 004) NB,Good,14,2855.9,43.8893,-121.3806,0,63
41,Oregon,16712 004 15133,State Highway Agency,17,Deschutes County,0,0,No Place Code,1984,5730,Prestressed Concrete,Slab,1,48.9,COTTONWOOD RD           ,US 97 (HWY 004) SB,Good,39,2149.1,43.88969,-121.38122,0,48.9
41,Oregon,09997 042 00620,State Highway Agency,55,Sherman County,0,0,No Place Code,1973,2321,Prestressed Concrete,Slab,3,131.9,SPANISH HOLLOW CREEK    ,US 97 (HWY 042)   ,Good,50,6101.2,45.621788,-120.74301,45,47.9
41,Oregon,21017 004 15200,State Highway Agency,17,Deschutes County,0,0,No Place Code,2010,5730,Prestressed Concrete,Slab,1,51.8,Wildlife Passage        ,US 97 (HWY 004)   ,Good,13,2278.9,43.8817,-121.3909,0,51.8
41,Oregon,21014 004 15200,State Highway Agency,17,Deschutes County,0,0,No Place Code,2011,5730,Prestressed Concrete,Box Beam or Girders - Multiple,1,51.8,Wildlife Passage        ,US 97 (HWY 004)   ,Good,12,2278.9,43.8821,-121.3915,0,51.8
41,Oregon,20206 004 15305,State Highway Agency,17,Deschutes County,0,0,No Place Code,2006,5730,Prestressed Concrete,Slab,1,86,S. CENTURY DR.          ,US 97 (HWY 004) NB,Good,17,4117.4,43.869537,-121.4027,0,86
41,Oregon,20207 004 15308,State Highway Agency,17,Deschutes County,0,0,No Place Code,2005,5730,Prestressed Concrete,Box Beam or Girders - Multiple,1,86,S. CENTURY DRIVE        ,US 97 (HWY 004) SB,Good,18,4117.4,43.869698,-121.40342,0,86
41,Oregon,02474B004 25252,State Highway Agency,35,Klamath County,0,0,No Place Code,1989,6178,Prestressed Concrete,Stringer/Multi-beam or Girder,3,275.9,UPRR LOBERT             ,US 97 (HWY 004)   ,Good,34,16747,42.520424,-121.884026,58,116.1
41,Oregon,03373A015 10765,State Highway Agency,17,Deschutes County,0,0,No Place Code,1957,9191,Concrete Continuous,Tee Beam,5,344.2,DESCHUTES RIVER         ,OR 126 (HWY 015)  ,Fair,66,11855.9,44.273598,-121.2585,0,89.9
41,Oregon,21396 422 00457,State Highway Agency,35,Klamath County,13050,13050,Chiloquin city,2011,5088,Prestressed Concrete,Box Beam or Girders - Multiple,1,118.1,WILLIAMSON RIVER        ,Chil. Spur HWY 488,Good,12,6277.5,42.57771,-121.86579,0,118.1
41,Oregon,09225 002 10995,State Highway Agency,55,Sherman County,64200,64200,Rufus city,1965,6104,Concrete Continuous,Slab,3,126,RUFUS CONN              ,I-84 (HWY 002) EB ,Good,58,5290.7,45.69815,-120.73054,0,49.9
41,Oregon,09225A002 10995,State Highway Agency,55,Sherman County,64200,64200,Rufus city,1965,6104,Concrete Continuous,Slab,3,127,RUFUS CONN              ,I-84 (HWY 002) WB ,Good,58,5332,45.6984,-120.73067,0,49.9
41,Oregon,02475A004 25221,State Highway Agency,35,Klamath County,0,0,No Place Code,1989,6178,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,3,341.9,WILLIAMSON RIVER        ,US 97 (HWY 004)   ,Fair,34,20749.6,42.524925,-121.885056,40,119.1
41,Oregon,19961 004 10899,State Highway Agency,31,Jefferson County,0,0,No Place Code,2005,12562,Prestressed Concrete,Slab,1,65,OCHOCO MAIN CANAL N UNIT,US 97 (HWY 004)   ,Good,18,3111.6,44.4446,-121.19934,0,65
41,Oregon,18283 015 10740,State Highway Agency,17,Deschutes County,0,21450,Eagle Crest CDP,1997,23312,Prestressed Concrete,Stringer/Multi-beam or Girder,1,120.1,OR 126 (HWY 015)        ,CLINE FALLS HWY   ,Good,26,3742.6,44.275497,-121.26207,0,111.9
41,Oregon,01833 002 10971,State Highway Agency,55,Sherman County,64200,64200,Rufus city,1933,2334,Concrete Continuous,Tee Beam,3,46.9,GURKIN CANYON CREEK     ,FRONTAGE RD HWY 02,Fair,90,1570,45.69573,-120.73423,0,38.1
41,Oregon,09232 002 10978,State Highway Agency,55,Sherman County,64200,64200,Rufus city,1965,6104,Prestressed Concrete,Stringer/Multi-beam or Girder,3,186,SCOTT CANYON WEST       ,I-84 (HWY 002) WB ,Good,58,12755.5,45.69731,-120.73392,0,62
41,Oregon,09232A002 10978,State Highway Agency,55,Sherman County,64200,64200,Rufus city,1965,6104,Prestressed Concrete,Stringer/Multi-beam or Girder,3,189,SCOTT CANYON     EAST   ,I-84 (HWY 002) EB ,Good,58,9238,45.69688,-120.73421,0,63
41,Oregon,20008 004 09211,State Highway Agency,31,Jefferson County,45250,45250,Madras city,2006,10271,Prestressed Concrete,Box Beam or Girders - Single or Spread,1,53.8,WILLOW CREEK            ,US 97 (HWY 004)NB ,Good,17,3230.5,44.638382,-121.12956,0,53.8
41,Oregon,00971B004 09213,State Highway Agency,31,Jefferson County,45250,45250,Madras city,1966,9512,Prestressed Concrete,Stringer/Multi-beam or Girder,1,51.8,WILLOW CREEK            ,US 97 (HWY 004)SB ,Fair,57,2874.2,44.63834,-121.12998,0,51.8
41,Oregon,19959 053 11657,State Highway Agency,31,Jefferson County,0,45250,Madras city,2005,10495,Prestressed Concrete,Stringer/Multi-beam or Girder,1,112.9,BNSF                    ,US 26 (Hwy 053)   ,Good,18,8257.2,44.65555,-121.12924,52,112.9
41,Oregon,19789 021 04386,State Highway Agency,35,Klamath County,0,0,No Place Code,2005,1200,Steel Continuous,Stringer/Multi-beam or Girder,3,557.7,KLAMATH RIVER           ,OR 66 (HWY 021)   ,Good,18,23971.2,42.13613,-122.03197,0,216.5
41,Oregon,19960 004 10544,State Highway Agency,31,Jefferson County,0,0,No Place Code,2005,9942,Prestressed Concrete,Slab,1,65,OCHOCO MAIN CANAL N UNIT,US 97 (HWY 004)   ,Good,18,3111.6,44.49536,-121.19253,0,65
41,Oregon,09213 002 10902,State Highway Agency,55,Sherman County,64200,64200,Rufus city,1965,6104,Steel Continuous,Stringer/Multi-beam or Girder,3,458,UPRR                    ,I-84 (HWY 002) WB ,Fair,58,16529,45.69311,-120.74766,0,106
41,Oregon,09213A002 10902,State Highway Agency,55,Sherman County,64200,64200,Rufus city,1965,6104,Steel Continuous,Stringer/Multi-beam or Girder,3,450.1,UPRR                    ,I-84 (HWY 002) EB ,Fair,58,16244.9,45.692867,-120.7486,0,106
41,Oregon,06827A361 01125,State Highway Agency,31,Jefferson County,0,0,No Place Code,1971,2062,Prestressed Concrete,Slab,3,81,N UNIT OCHOCO MAIN CANAL,HWY 361 SB        ,Fair,52,3217,44.4962,-121.19486,46,26.9
41,Oregon,06886 004 24754,State Highway Agency,35,Klamath County,0,0,No Place Code,1946,4512,Concrete Continuous,Tee Beam,3,100.1,HWY 422                 ,US 97 (HWY 004)   ,Fair,77,4661.8,42.59221,-121.87958,0,40
41,Oregon,17251 017 01509,State Highway Agency,17,Deschutes County,0,75050,Tumalo CDP,1993,13831,Prestressed Concrete,Stringer/Multi-beam or Girder,3,165,DESCHUTES RIVER         ,US 20 (HWY 017)   ,Good,30,9041.8,44.14069,-121.32776,46,65
41,Oregon,07074 053 11558,State Highway Agency,31,Jefferson County,0,0,No Place Code,1948,8663,Concrete Continuous,Slab,2,36.1,N UNIT CANAL            ,US 26 (HWY 053)   ,Fair,75,1515.6,44.66818,-121.13842,0,18
41,Oregon,08896 042 00325,State Highway Agency,55,Sherman County,0,0,No Place Code,1963,2796,Prestressed Concrete,Stringer/Multi-beam or Girder,5,332,SPANISH HOLLOW CREEK    ,US 97 (HWY 042)   ,Fair,60,11655.6,45.644646,-120.78827,0,76.1
41,Oregon,19769 004 24398,State Highway Agency,35,Klamath County,0,0,No Place Code,2005,4775,Prestressed Concrete,Stringer/Multi-beam or Girder,1,80.1,SPRING CREEK            ,US 97 (HWY 004)   ,Good,18,6854.9,42.64347,-121.88017,21,80.1
41,Oregon,08895 042 00310,State Highway Agency,55,Sherman County,0,0,No Place Code,1963,2796,Prestressed Concrete,Stringer/Multi-beam or Girder,6,336,SPANISH HOLLOW CREEK    ,US 97 (HWY 042)   ,Fair,60,11793.8,45.645626,-120.790924,0,78.1
41,Oregon,08894 042 00248,State Highway Agency,55,Sherman County,0,0,No Place Code,1963,2796,Concrete Continuous,Tee Beam,3,165,SPANISH HOLLOW CREEK    ,US 97 (HWY 042)   ,Fair,60,5793.2,45.6479,-120.8027,45,65
41,Oregon,08893 042 00237,State Highway Agency,55,Sherman County,0,0,No Place Code,1963,2796,Concrete Continuous,Tee Beam,3,129.9,SPANISH HOLLOW CREEK    ,US 97 (HWY 042)   ,Fair,60,4518.3,45.647438,-120.804886,38,49.9
41,Oregon,08892 042F00218,State Highway Agency,55,Sherman County,0,0,No Place Code,1963,2796,Concrete Continuous,Slab,2,45.9,SPANISH HOLLOW CREEK    ,MUD HOLLOW RD     ,Fair,60,1612.4,45.64721,-120.8087,0,22
41,Oregon,02133 002F10475,State Highway Agency,55,Sherman County,0,6400,Biggs Junction CDP,1936,2334,Concrete Continuous,Stringer/Multi-beam or Girder,7,403.9,SPANISH HOLLOW CREEK    ,I-84 (HWY 002) FR ,Fair,87,14310.4,45.670948,-120.830414,0,69.9
41,Oregon,02133A002 10476,State Highway Agency,55,Sherman County,0,0,No Place Code,1964,12708,Prestressed Concrete,Stringer/Multi-beam or Girder,1,129.9,SPANISH HOLLOW CREEK    ,I-84 (HWY 002)    ,Fair,59,14620.4,45.672955,-120.830986,0,60
41,Oregon,21487 042X00006,State Highway Agency,55,Sherman County,0,0,No Place Code,2014,7043,Prestressed Concrete,Stringer/Multi-beam or Girder,1,145,UPRR                    ,US 97 (HWY 042)   ,Good,9,12750.5,45.67078,-120.83417,6,145
41,Oregon,21488 042X00013,State Highway Agency,55,Sherman County,0,0,No Place Code,2014,7043,Prestressed Concrete,Stringer/Multi-beam or Girder,1,112.9,I-84 (HWY 002)          ,US 97 (HWY 042)   ,Good,9,9479.1,45.67173,-120.834564,14,112.9
41,Oregon,00849A042X00043,State Highway Agency,55,Sherman County,0,0,No Place Code,1962,5600,Steel,Truss - Thru,1,2566.9,Columbia River          ,US 97 (Hwy 042)   ,Fair,61,79163.8,45.672222,-120.83486,0,339.9
41,Oregon,0M116 301 00705,State Highway Agency,55,Sherman County,0,0,No Place Code,1955,445,Concrete Continuous,Culvert,2,28.9,CREEK                   ,HWY 301           ,Fair,68,748.3,45.6223,-120.858,0,14.1
41,Oregon,19124 022 09536,State Highway Agency,35,Klamath County,0,0,No Place Code,2004,1176,Prestressed Concrete,Slab,1,58.4,CROOKED CREEK           ,OR 62 (HWY 022)   ,Good,19,2567.4,42.64359,-121.94531,0,57.4
41,Oregon,0M093 301 00645,State Highway Agency,55,Sherman County,0,0,No Place Code,1920,345,Concrete Continuous,Culvert,2,24.9,FULTON CANYON CREEK     ,HWY 301           ,Fair,103,744.4,45.6306,-120.8619,0,12.1
41,Oregon,09456 301 00564,State Highway Agency,55,Sherman County,0,0,No Place Code,1966,345,Prestressed Concrete,Slab,1,40,FULTON CANYON CREEK     ,HWY 301           ,Fair,57,1444.5,45.64088,-120.86833,0,40
41,Oregon,05208 290 00830,State Highway Agency,55,Sherman County,0,0,No Place Code,1947,133,Concrete Continuous,Tee Beam,2,151.9,BUCK HOLLOW CREEK       ,OR 216 (HWY 290)  ,Fair,76,4784.3,45.263268,-121.02382,0,76.1
41,Oregon,01750A301 00476,State Highway Agency,55,Sherman County,0,0,No Place Code,1955,345,Concrete Continuous,Slab,4,140.1,FULTON CANYON CREEK     ,HWY 301           ,Fair,68,4826,45.646698,-120.8814,0,46.9
41,Oregon,01750B002 10168,State Highway Agency,55,Sherman County,0,0,No Place Code,1964,6354,Concrete Continuous,Slab,3,113.8,FULTON CANYON           ,I-84 (HWY 002) EB ,Good,59,4743.5,45.64718,-120.88203,0,38.1
41,Oregon,W1750B002 10168,State Highway Agency,55,Sherman County,0,0,No Place Code,1964,6354,Concrete Continuous,Slab,3,113.8,FULTON CANYON           ,I-84 (HWY 002) WB ,Good,59,4743.5,45.647198,-120.8827,0,38.1
41,Oregon,19964 004 18316,State Highway Agency,35,Klamath County,0,0,No Place Code,2005,5461,Prestressed Concrete,Stringer/Multi-beam or Girder,1,90.9,GILCHRIST TIMBER RD.    ,US 97 (HWY 004)   ,Good,18,4233.9,43.49135,-121.67823,0,90.9
41,Oregon,00939A290 00765,State Highway Agency,65,Wasco County,0,0,No Place Code,1979,133,Prestressed Concrete,Slab,1,65.9,DESCHUTES R SHERARS BR  ,OR 216 (HWY 290)  ,Good,44,2379.9,45.2609,-121.0363,12,65.9
41,Oregon,20442 022 09332,State Highway Agency,35,Klamath County,0,0,No Place Code,2008,1135,Prestressed Concrete,Slab,1,56.1,FORT CREEK              ,OR 62 (HWY 022)   ,Good,15,2264,42.681217,-121.97283,0,56.1
41,Oregon,01910 053 10524,State Highway Agency,31,Jefferson County,0,78600,Warm Springs CDP,1934,6487,Steel Continuous,Stringer/Multi-beam or Girder,6,420.9,DESCHUTES RIVER         ,US 26 (HWY 053)   ,Fair,89,25824.9,44.76104,-121.22866,30,69.9
41,Oregon,00966 004 04587,State Highway Agency,65,Wasco County,46500,46500,Maupin city,1929,859,Steel,Truss - Deck,1,826.1,BNSF & DESCHUTES R      ,US 197 (HWY 004)  ,Fair,94,24393.1,45.1728,-121.0766,0,200.1
41,Oregon,19965 004 20209,State Highway Agency,35,Klamath County,0,0,No Place Code,2006,5418,Prestressed Concrete,Stringer/Multi-beam or Girder,1,182.4,UPRR                    ,US 97 (HWY 004)   ,Good,17,8677.9,43.23351,-121.78994,0,182.4
41,Oregon,20394 018 08630,State Highway Agency,35,Klamath County,0,0,No Place Code,2008,801,Prestressed Concrete,Stringer/Multi-beam or Girder,1,134.5,US 97 (HWY 004) SB      ,OR 58 (HWY 018) WB,Good,15,4148.4,43.330696,-121.75685,39,134.5
41,Oregon,00332 301 00291,State Highway Agency,65,Wasco County,0,0,No Place Code,1955,761,Concrete Continuous,Girder and Floorbeam System,8,655.8,DESCHUTES RIVER         ,OR 206 (HWY 301)  ,Fair,68,23023.2,45.63411,-120.91391,0,89.9
41,Oregon,00332C002 09985,State Highway Agency,55,Sherman County,0,0,No Place Code,1964,17050,Steel,Stringer/Multi-beam or Girder,5,580.1,DESCHUTES RIVER         ,I-84 (HWY 002)    ,Fair,59,43580,45.63513,-120.914566,0,116.1
41,Oregon,01987A053 10436,State Highway Agency,31,Jefferson County,0,78600,Warm Springs CDP,1966,6487,Concrete Continuous,Slab,3,126,SHITIKE CREEK           ,US 26 (HWY 053)   ,Fair,57,5828,44.76382,-121.24538,28,49.9
41,Oregon,00957A022 09037,State Highway Agency,35,Klamath County,0,26450,Fort Klamath CDP,1965,544,Prestressed Concrete,Box Beam or Girders - Multiple,1,83,WOOD RIVER              ,OR 62 (HWY 022)   ,Good,58,3159,42.70092,-121.98988,0,80.1
41,Oregon,08831 002 09745,State Highway Agency,65,Wasco County,0,0,No Place Code,1965,17050,Steel Continuous,Stringer/Multi-beam or Girder,2,566.9,UPRR                    ,I-84 (HWY 002)    ,Fair,58,38130,45.65282,-120.95252,0,134.8
41,Oregon,08934 002 09714,State Highway Agency,65,Wasco County,0,0,No Place Code,1965,17050,Prestressed Concrete,Stringer/Multi-beam or Girder,3,147,OR 206 (HWY 301)        ,I-84 (HWY 002)    ,Good,58,11476.9,45.6504,-120.9578,0,48.9
41,Oregon,17447 018 08220,State Highway Agency,35,Klamath County,0,0,No Place Code,1995,1603,Prestressed Concrete,Slab,1,60,LITTLE DESCHUTES RIVER  ,OR 58 (HWY 018)   ,Good,28,2875.9,43.38011,-121.80084,0,60
41,Oregon,08933 002 09604,State Highway Agency,65,Wasco County,0,0,No Place Code,1965,17050,Steel Continuous,Stringer/Multi-beam or Girder,2,398,BNSF                    ,I-84 (HWY 002)    ,Fair,58,27027.2,45.64376,-120.9782,0,95.1
41,Oregon,08923 002 09575,State Highway Agency,65,Wasco County,0,0,No Place Code,1965,8525,Steel Continuous,Stringer/Multi-beam or Girder,2,555.1,UPRR                    ,I-84 (HWY 002) WB ,Fair,58,19305.3,45.6448,-120.9858,0,105
41,Oregon,17202 372 01828,State Highway Agency,17,Deschutes County,0,0,No Place Code,1991,1844,Prestressed Concrete,Slab,1,69.9,SNOW TRAIL              ,HWY 372           ,Good,32,2797.1,43.9839,-121.6035,7,69.9
41,Oregon,08993 004 03552,State Highway Agency,65,Wasco County,0,75500,Tygh Valley CDP,1962,1103,Prestressed Concrete,Stringer/Multi-beam or Girder,3,216.9,WHITE RIVER             ,US 197 (HWY 004)  ,Fair,61,10174.4,45.23876,-121.147484,0,78.1
41,Oregon,08994 004 03525,State Highway Agency,65,Wasco County,0,75500,Tygh Valley CDP,1962,1103,Prestressed Concrete,Stringer/Multi-beam or Girder,3,150.9,TYGH CREEK              ,US 197 (HWY 004)  ,Good,61,5248.5,45.24104,-121.15195,5,64
41,Oregon,00806A015 09300,State Highway Agency,17,Deschutes County,67950,67950,Sisters city,1957,5005,Prestressed Concrete,Channel Beam,1,104,WYCHUS CREEK            ,OR 126 (HWY 015)  ,Fair,66,5425.3,44.28845,-121.54125,56,56.1
41,Oregon,09188 004 01335,State Highway Agency,65,Wasco County,20900,20900,Dufur city,1963,1291,Prestressed Concrete,Stringer/Multi-beam or Girder,3,248,FIFTEENMILE CREEK       ,US 197 (HWY 004)  ,Fair,60,8707.1,45.45026,-121.11956,33,82
41,Oregon,01001A004 03285,State Highway Agency,65,Wasco County,0,0,No Place Code,1962,1068,Concrete Continuous,Tee Beam,3,85,BUTLER CREEK            ,US 197 (HWY 004)  ,Fair,61,4237.5,45.2607,-121.1907,33,51.8
41,Oregon,08567 004 00690,State Highway Agency,65,Wasco County,0,0,No Place Code,1959,2702,Concrete Continuous,Tee Beam,3,101,EIGHTMILE CREEK         ,US 197 (HWY 004)  ,Fair,64,3481,45.5295,-121.09263,40,40
41,Oregon,01066A004 01446,State Highway Agency,65,Wasco County,0,0,No Place Code,1963,1319,Concrete Continuous,Slab,3,128,PINE CREEK              ,US 197 (HWY 004)  ,Fair,60,5709.2,45.438698,-121.1324,30,50.9
41,Oregon,04936A044 01679,State Highway Agency,65,Wasco County,0,0,No Place Code,1975,383,Prestressed Concrete,Slab,3,104,WAPINITIA CREEK         ,OR 216 (HWY 044)  ,Fair,48,3821.6,45.114468,-121.29254,0,34.1
41,Oregon,08924 002 08988,State Highway Agency,65,Wasco County,0,0,No Place Code,1965,8990,Steel Continuous,Stringer/Multi-beam or Girder,2,374,UPRR                    ,I-84 (HWY 002) WB ,Fair,58,13007.1,45.63291,-121.09918,0,98.1
41,Oregon,00660A021 02342,State Highway Agency,29,Jackson County,0,0,No Place Code,1983,166,Concrete Continuous,Slab,3,95.1,JENNY CREEK             ,OR 66 (HWY 021)   ,Fair,40,3745.8,42.118034,-122.36614,0,38.1
41,Oregon,07771 002 08883,State Highway Agency,65,Wasco County,0,0,No Place Code,1954,17980,Concrete,Frame,1,33.1,THE DALLES DAM ACC      ,I-84 (HWY 002)    ,Fair,69,2989.7,45.6206,-121.11203,0,33.1
41,Oregon,20156 018 07340,State Highway Agency,35,Klamath County,0,0,No Place Code,2006,1603,Prestressed Concrete,Box Beam or Girders - Multiple,1,115.2,CRESCENT CREEK          ,OR 58 (HWY 018)   ,Good,17,5516.1,43.482567,-121.90113,0,115.2
41,Oregon,20875 002 08804,State Highway Agency,65,Wasco County,0,0,No Place Code,2010,17980,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,2,299.9,FIFTEEN MILE CREEK      ,I-84 (HWY 002)    ,Good,13,26366.4,45.611763,-121.122574,0,149.9
41,Oregon,03372A015 08940,State Highway Agency,17,Deschutes County,0,0,No Place Code,1981,1628,Concrete,Channel Beam,1,23,TROUT CREEK             ,OR 242 (HWY 015)  ,Fair,42,843.9,44.302612,-121.608536,29,21
41,Oregon,08776 002 08745,State Highway Agency,65,Wasco County,13425,72950,The Dalles city,1964,18268,Steel Continuous,Stringer/Multi-beam or Girder,2,640.1,UPRR                    ,I-84 (HWY 002)    ,Fair,59,42840.8,45.60553,-121.13033,0,129.9
41,Oregon,06635 004 00077,State Highway Agency,65,Wasco County,13425,72950,The Dalles city,1954,5699,Steel Continuous,Girder and Floorbeam System,1,553.1,UPRR & FRONTAGE RD      ,US 197 (HWY 004)  ,Fair,69,17603.5,45.60115,-121.138916,0,100.1
41,Oregon,08526 004 00064,State Highway Agency,65,Wasco County,13425,72950,The Dalles city,1964,5699,Concrete Continuous,Box Beam or Girders - Multiple,3,211,HWY 002                 ,US 197 (HWY 004)  ,Fair,59,7336.5,45.60281,-121.1385,29,92.8
41,Oregon,19152 292 02020,State Highway Agency,65,Wasco County,13425,72950,The Dalles city,2003,5416,Steel,Culvert,1,20.7,THREE MILE CREEK        ,HWY 292           ,Good,20,1302,45.59895,-121.14026,44,20.7
41,Oregon,22248 002 08683,State Highway Agency,65,Wasco County,13425,72950,The Dalles city,2016,18268,Prestressed Concrete,Tee Beam,1,80.1,THREE MILE CREEK        ,I-84 (HWY 002)    ,Good,7,11267.2,45.6022,-121.142,0,80.1
41,Oregon,06635Q004 00000,State Highway Agency,65,Wasco County,0,0,No Place Code,1954,6802,Steel Continuous,Truss - Thru,5,3345.1,COLUMBIA RIVER          ,US 197 (HWY 004)  ,Fair,69,108651.2,45.61047,-121.1395,0,576.1
41,Oregon,01660 053 09268,State Highway Agency,65,Wasco County,0,0,No Place Code,1948,4205,Steel Continuous,Truss - Deck,3,536.1,MILL CREEK              ,US 26 (HWY 053)   ,Fair,75,18819.4,44.86507,-121.4217,0,165
41,Oregon,08804 002C08562,State Highway Agency,65,Wasco County,13425,72950,The Dalles city,1964,5968,Steel,Stringer/Multi-beam or Girder,1,610.9,UPRR & HWY 292 FR       ,BREWERY GRADE     ,Good,59,21445.3,45.59777,-121.16941,8,97.1
41,Oregon,08805 002C08551,State Highway Agency,65,Wasco County,13425,72950,The Dalles city,1964,5968,Prestressed Concrete,Stringer/Multi-beam or Girder,3,182.1,I-84 (HWY 002)          ,BREWERY GRADE     ,Good,59,6392.1,45.59967,-121.16906,0,82
41,Oregon,19156 002 08478,State Highway Agency,65,Wasco County,13425,72950,The Dalles city,2003,23043,Prestressed Concrete Continuous,Frame,1,74.1,UNION STREET            ,I-84 (HWY 002)    ,Good,20,6811.4,45.60389,-121.18277,0,70.2
41,Oregon,08603 002 08428,State Highway Agency,65,Wasco County,13425,72950,The Dalles city,1964,11521,Steel,Stringer/Multi-beam or Girder,1,283.1,UPRR                    ,I-84 (HWY 002) EB ,Fair,59,9753.7,45.60659,-121.19192,0,113.8
41,Oregon,08603W002 08428,State Highway Agency,65,Wasco County,13425,72950,The Dalles city,1964,11521,Steel,Stringer/Multi-beam or Girder,1,309.1,UPRR                    ,I-84 (HWY 002) WB ,Fair,59,10139.6,45.60675,-121.192024,0,126
41,Oregon,08775 002 08415,State Highway Agency,65,Wasco County,13425,72950,The Dalles city,1964,23043,Steel Continuous,Stringer/Multi-beam or Girder,2,454.1,HWY 292 O-XING          ,I-84 (HWY 002)    ,Fair,59,30539.3,45.60696,-121.19463,0,127
41,Oregon,20155 018 06795,State Highway Agency,35,Klamath County,0,0,No Place Code,2006,2202,Prestressed Concrete,Box Beam or Girders - Multiple,1,115.2,ODELL CREEK             ,OR 58 (HWY 018)   ,Good,17,5516.1,43.54855,-121.95205,30,115.2
41,Oregon,0M007 429 00227,State Highway Agency,35,Klamath County,0,0,No Place Code,1954,147,Concrete,Channel Beam,4,60,CRESCENT CREEK          ,HWY 429           ,Poor,69,1516.7,43.508736,-121.96883,0,17.1
41,Oregon,19745 002 08368,State Highway Agency,65,Wasco County,13425,72950,The Dalles city,2005,21821,Prestressed Concrete,Slab,3,169.9,US 30 (HWY 292)         ,I-84 (HWY 002)    ,Good,18,17061.6,45.60966,-121.203064,16,65.6
41,Oregon,08276 002 08262,State Highway Agency,65,Wasco County,13425,72950,The Dalles city,1957,21174,Concrete Continuous,Stringer/Multi-beam or Girder,3,144,HOSTELLER WAY           ,I-84 (HWY 002)    ,Fair,66,12805.7,45.62308,-121.213,20,56.1
41,Oregon,18154 002 08208,State Highway Agency,65,Wasco County,13425,72950,The Dalles city,1998,1980,Concrete,Box Beam or Girders - Multiple,1,105.6,UPRR                    ,RIVER RD          ,Good,25,8768.9,45.63075,-121.21268,33,103
41,Oregon,07553 002 08189,State Highway Agency,65,Wasco County,0,72950,The Dalles city,1954,21174,Concrete Continuous,Tee Beam,3,149.9,CHENOWETH CREEK         ,I-84 (HWY 002)    ,Fair,69,30006.5,45.63313,-121.21213,45,45.9
41,Oregon,18153 002 08213,State Highway Agency,65,Wasco County,13425,72950,The Dalles city,1997,1980,Prestressed Concrete,Box Beam or Girders - Multiple,1,182.1,I-84 (HWY 002)          ,RIVER RD          ,Good,26,15233.6,45.630623,-121.213486,58,182.1
41,Oregon,22543 100 07210,State Highway Agency,65,Wasco County,0,72950,The Dalles city,2017,5798,Prestressed Concrete,Tee Beam,1,90.9,CHENOWETH CREEK         ,HWY 100           ,Good,6,3428.8,45.631454,-121.21649,0,86.6
41,Oregon,07550 002 08078,State Highway Agency,65,Wasco County,0,0,No Place Code,1954,21174,Concrete Continuous,Tee Beam,3,91.9,TAYLOR-FRANTZ RD        ,I-84 (HWY 002)    ,Fair,69,7414.2,45.648712,-121.2109,0,36.1
41,Oregon,17362 021 01619,State Highway Agency,29,Jackson County,0,0,No Place Code,1997,416,Concrete,Box Beam or Girders - Multiple,1,100.1,KEENE CREEK             ,OR 66 (HWY 021)   ,Fair,26,4629,42.134537,-122.47733,26,100.1
41,Oregon,18431 053 08525,State Highway Agency,65,Wasco County,0,0,No Place Code,1998,3897,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,3,258.9,WARM SPRINGS RIVER      ,US 26 (HWY 053)   ,Good,25,9851.6,44.96706,-121.4682,40,102
41,Oregon,19184 016 08707,State Highway Agency,31,Jefferson County,0,0,No Place Code,2005,5923,Prestressed Concrete,Stringer/Multi-beam or Girder,1,91.9,LAKE CREEK              ,US 20 (HWY 016)   ,Good,18,3857.8,44.42827,-121.72568,45,91.9
